1651339414994,23040
1651339415018,30400
1651339415042,34240
1651339415090,30720
1651339415114,30720
1651339414898,46656
1651339414910,69984
1651339414934,83592
1651339414946,93312
1651339414958,116640
1651339414970,136080
1651339414982,139968
1651339415006,139968
1651339415030,163296
1651339415054,186624
1651339415066,186624
1651339415078,186624
1651339415102,186624
1651339415131,196344
1651339415155,196344
1651339415163,188568
1651339415174,186624
1651339415185,161352
1651339415197,128304
1651339415209,104976
1651339415221,112752
1651339415233,114696
1651339415245,114696
1651339415257,116640
1651339415269,116640
1651339415281,116640
1651339415293,116640
1651339415305,116640
1651339415317,116640
1651339415329,116640
1651339415341,116640
1651339415353,116640
1651339415365,116640
1651339415377,116640
1651339415389,116640
1651339415401,116640
1651339415413,116640
1651339415425,116640
1651339415437,116640
1651339415448,114696
1651339415460,114696
1651339415472,114696
1651339415484,114696
1651339415496,114696
1651339415508,116640
1651339415520,116640
1651339415532,116640
1651339415544,116640
1651339415556,116640
1651339415568,116640
1651339415580,116640
1651339415592,116640
1651339415604,116640
1651339415616,116640
1651339415628,116640
1651339415640,116640
1651339415653,118584
1651339415664,116640
1651339415676,116640
1651339415687,114696
1651339415699,114696
1651339415711,112752
1651339415723,114696
1651339415735,114696
1651339415747,116640
1651339415759,116640
1651339415771,116640
1651339415783,116640
1651339415795,116640
1651339415807,116640
1651339415819,116640
1651339415831,116640
1651339415843,116640
1651339415855,116640
1651339415867,116640
1651339415879,116640
1651339415891,116640
1651339415903,116640
1651339415915,116640
1651339415926,114696
1651339415938,114696
1651339415950,114696
1651339415962,114696
1651339415974,114696
1651339415986,114696
1651339415998,116640
1651339416010,116640
1651339416022,116640
1651339416034,116640
1651339416046,116640
1651339416058,116640
1651339416070,116640
1651339416082,116640
1651339416094,116640
1651339416106,116640
1651339416118,116640
1651339416130,116640
1651339416142,116640
1651339416154,116640
1651339416166,116640
1651339416177,114696
1651339416189,114696
1651339416201,114696
1651339416213,114696
1651339416225,114696
1651339416237,116640
1651339416249,116640
1651339416261,116640
1651339416273,116640
1651339416285,116640
1651339416297,116640
1651339416309,116640
1651339416321,116640
1651339416333,116640
1651339416345,116640
1651339416357,116640
1651339416369,116640
1651339416381,116640
1651339416393,116640
1651339416405,116640
1651339416417,116640
1651339416428,114696
1651339416440,114696
1651339416452,114696
1651339416464,114696
1651339416476,114696
1651339416488,114696
1651339416500,116640
1651339416512,116640
1651339416524,116640
1651339416536,116640
1651339416548,116640
1651339416560,116640
1651339416572,116640
1651339416584,116640
1651339416596,116640
1651339416608,116640
1651339416620,116640
1651339416632,116640
